Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date,Resort,Date,Mean_Temp,Snowfall_cm,Snow_Retention,Snow_Consistency
71075,2014,7,10,0.1,-3.9,25.4,2014-07-10,Perisher AWS,2014-07-10,-1.9,25.4,0.4875026035157896,0.8754466418125836
71075,2014,7,11,0.5,-3.6,2.8,2014-07-11,Perisher AWS,2014-07-11,-1.55,2.8,0.43782349911420193,0.8581489350995123
71075,2014,7,12,0.1,-2.7,5.8,2014-07-12,Perisher AWS,2014-07-12,-1.3,5.8,0.4875026035157896,0.7941296281990528
71075,2014,7,13,2.5,-7.3,4.4,2014-07-13,Perisher AWS,2014-07-13,-2.4,4.4,0.22270013882530884,0.9746672967731284
71075,2014,7,14,5.8,-8.0,0.0,2014-07-14,Perisher AWS,2014-07-14,-1.1,0.0,0.05215356307841774,0.9820137900379085
71075,2014,7,15,1.7,-3.0,0.0,2014-07-15,Perisher AWS,2014-07-15,-0.65,0.0,0.29943285752602705,0.8175744761936437
71075,2014,7,16,0.3,-0.2,14.4,2014-07-16,Perisher AWS,2014-07-16,0.04999999999999999,7.2,0.46257015465625045,0.52497918747894
71075,2014,7,17,-0.7,-1.1,16.6,2014-07-17,Perisher AWS,2014-07-17,-0.9,16.6,0.5866175789173301,0.6341355910108007
71075,2014,7,18,-0.6,-5.9,20.4,2014-07-18,Perisher AWS,2014-07-18,-3.25,20.4,0.574442516811659,0.9502634884414434
71075,2014,7,19,0.9,-6.3,0.0,2014-07-19,Perisher AWS,2014-07-19,-2.6999999999999997,0.0,0.389360766050778,0.958908721799535
71075,2014,7,20,5.1,-6.0,0.0,2014-07-20,Perisher AWS,2014-07-20,-0.4500000000000002,0.0,0.07242648536151773,0.9525741268224334
71075,2014,7,21,5.5,-8.4,0.0,2014-07-21,Perisher AWS,2014-07-21,-1.4500000000000002,0.0,0.060086650174007626,0.9852259683067269
71075,2014,7,22,6.8,-7.5,0.0,2014-07-22,Perisher AWS,2014-07-22,-0.3500000000000001,0.0,0.032295464698450516,0.9770226300899744
71075,2014,7,23,8.3,-8.2,0.0,2014-07-23,Perisher AWS,2014-07-23,0.05000000000000071,0.0,0.015519756578408886,0.9836975006285591
71075,2014,7,24,3.5,-6.4,0.0,2014-07-24,Perisher AWS,2014-07-24,-1.4500000000000002,0.0,0.14804719803168948,0.9608342772032357
71075,2014,7,25,3.4,1.0,2.0,2014-07-25,Perisher AWS,2014-07-25,2.2,0.0,0.1544652650835347,0.3775406687981454
71075,2014,7,26,2.4,0.4,1.6,2014-07-26,Perisher AWS,2014-07-26,1.4,0.8,0.23147521650098238,0.45016600268752216
71075,2014,7,27,5.7,-1.4,1.4,2014-07-27,Perisher AWS,2014-07-27,2.1500000000000004,0.0,0.05468131721594076,0.6681877721681662
71075,2014,7,28,3.7,-1.5,0.0,2014-07-28,Perisher AWS,2014-07-28,1.1,0.0,0.13587289700909427,0.679178699175393
71075,2014,7,29,3.0,0.5,0.0,2014-07-29,Perisher AWS,2014-07-29,1.75,0.0,0.18242552380635635,0.43782349911420193
71075,2014,7,30,3.3,1.1,16.2,2014-07-30,Perisher AWS,2014-07-30,2.2,0.0,0.16110894957658525,0.36586440898919936
71075,2014,7,31,5.1,2.3,13.6,2014-07-31,Perisher AWS,2014-07-31,3.6999999999999997,0.0,0.07242648536151773,0.24048908305088898
71075,2014,8,1,-3.9,-6.2,17.0,2014-08-01,Perisher AWS,2014-08-01,-5.05,17.0,0.8754466418125836,0.9568927450589139
71075,2014,8,2,-0.5,-8.8,11.4,2014-08-02,Perisher AWS,2014-08-02,-4.65,11.4,0.5621765008857981,0.9878715650157257
71075,2014,8,3,1.7,-13.0,0.0,2014-08-03,Perisher AWS,2014-08-03,-5.65,0.0,0.29943285752602705,0.998498817743263
71075,2014,8,4,2.8,-11.2,0.0,2014-08-04,Perisher AWS,2014-08-04,-4.199999999999999,0.0,0.19781611144141825,0.9963157601005641
71075,2014,8,5,7.1,-7.9,0.0,2014-08-05,Perisher AWS,2014-08-05,-0.40000000000000036,0.0,0.027922573784073024,0.9811090380629609
71075,2014,8,6,6.3,-5.5,0.0,2014-08-06,Perisher AWS,2014-08-06,0.3999999999999999,0.0,0.041091278200465015,0.9399133498259924
71075,2014,8,7,5.8,-5.2,0.0,2014-08-07,Perisher AWS,2014-08-07,0.2999999999999998,0.0,0.05215356307841774,0.9308615796566533
71075,2014,8,8,7.0,-4.1,0.0,2014-08-08,Perisher AWS,2014-08-08,1.4500000000000002,0.0,0.02931223075135632,0.8859476187202091
71075,2014,8,9,7.1,-3.5,0.0,2014-08-09,Perisher AWS,2014-08-09,1.7999999999999998,0.0,0.027922573784073024,0.8519528019683106
71075,2014,8,10,0.3,-1.4,2.6,2014-08-10,Perisher AWS,2014-08-10,-0.5499999999999999,2.6,0.46257015465625045,0.6681877721681662
71075,2014,8,11,-1.6,-7.5,3.4,2014-08-11,Perisher AWS,2014-08-11,-4.55,3.4,0.6899744811276125,0.9770226300899744
71075,2014,8,12,4.1,-11.3,0.0,2014-08-12,Perisher AWS,2014-08-12,-3.6000000000000005,0.0,0.11405238127979088,0.9964948127799336
71075,2014,8,13,4.1,-12.2,0.0,2014-08-13,Perisher AWS,2014-08-13,-4.05,0.0,0.11405238127979088,0.9977621514787236
71075,2014,8,14,7.1,-7.5,0.0,2014-08-14,Perisher AWS,2014-08-14,-0.20000000000000018,0.0,0.027922573784073024,0.9770226300899744
71075,2014,8,15,7.5,-7.8,0.0,2014-08-15,Perisher AWS,2014-08-15,-0.1499999999999999,0.0,0.022977369910025615,0.9801596942659225
71075,2014,8,16,5.5,-6.7,0.0,2014-08-16,Perisher AWS,2014-08-16,-0.6000000000000001,0.0,0.060086650174007626,0.9661048358408219
71075,2014,8,17,1.6,-2.7,7.4,2014-08-17,Perisher AWS,2014-08-17,-0.55,7.4,0.31002551887238755,0.7941296281990528
71075,2014,8,18,2.1,-0.2,57.6,2014-08-18,Perisher AWS,2014-08-18,0.9500000000000001,28.8,0.259225100817846,0.52497918747894
71075,2014,8,19,3.7,-0.1,9.0,2014-08-19,Perisher AWS,2014-08-19,1.8,4.5,0.13587289700909427,0.5124973964842103
71075,2014,8,20,6.7,-7.2,1.2,2014-08-20,Perisher AWS,2014-08-20,-0.25,1.2,0.03389516415917814,0.973403006423134
71075,2014,8,21,4.8,-7.7,0.0,2014-08-21,Perisher AWS,2014-08-21,-1.4500000000000002,0.0,0.08317269649392238,0.9791636554813196
71075,2014,8,22,8.4,-3.4,0.6,2014-08-22,Perisher AWS,2014-08-22,2.5,0.0,0.014774031693273055,0.8455347349164652
71075,2014,8,23,8.7,-4.7,0.0,2014-08-23,Perisher AWS,2014-08-23,1.9999999999999996,0.0,0.012742349464111609,0.9129342275597286
71075,2014,8,24,5.0,0.5,0.0,2014-08-24,Perisher AWS,2014-08-24,2.75,0.0,0.07585818002124355,0.43782349911420193
71075,2014,8,25,4.5,-3.5,6.8,2014-08-25,Perisher AWS,2014-08-25,0.5,3.4,0.09534946489910949,0.8519528019683106
71075,2014,8,26,2.8,-0.3,16.0,2014-08-26,Perisher AWS,2014-08-26,1.25,8.0,0.19781611144141825,0.5374298453437496
71075,2014,8,27,3.9,-2.3,9.6,2014-08-27,Perisher AWS,2014-08-27,0.8,4.8,0.12455335818741645,0.759510916949111
71075,2014,8,28,9.2,-7.4,0.0,2014-08-28,Perisher AWS,2014-08-28,0.8999999999999995,0.0,0.009951801866904324,0.9758729785823308
71075,2014,8,29,7.5,-2.8,0.0,2014-08-29,Perisher AWS,2014-08-29,2.35,0.0,0.022977369910025615,0.8021838885585817
71075,2014,8,30,9.6,-4.7,0.0,2014-08-30,Perisher AWS,2014-08-30,2.4499999999999997,0.0,0.008162571153159897,0.9129342275597286
71075,2014,8,31,8.2,-4.8,0.0,2014-08-31,Perisher AWS,2014-08-31,1.6999999999999997,0.0,0.016302499371440946,0.9168273035060777
71075,2014,9,1,7.1,-1.1,0.0,2014-09-01,Perisher AWS,2014-09-01,3.0,0.0,0.027922573784073024,0.6341355910108007
71075,2014,9,2,1.4,-2.3,21.0,2014-09-02,Perisher AWS,2014-09-02,-0.44999999999999996,21.0,0.3318122278318339,0.759510916949111
71075,2014,9,3,0.9,-6.4,10.0,2014-09-03,Perisher AWS,2014-09-03,-2.75,10.0,0.389360766050778,0.9608342772032357
71075,2014,9,4,2.4,-6.1,0.0,2014-09-04,Perisher AWS,2014-09-04,-1.8499999999999999,0.0,0.23147521650098238,0.9547825265167125
71075,2014,9,5,4.4,-2.0,1.8,2014-09-05,Perisher AWS,2014-09-05,1.2000000000000002,0.9,0.09975048911968513,0.7310585786300049
71075,2014,9,6,6.8,-6.1,2.4,2014-09-06,Perisher AWS,2014-09-06,0.3500000000000001,1.2,0.032295464698450516,0.9547825265167125
71075,2014,9,7,9.9,-6.1,0.0,2014-09-07,Perisher AWS,2014-09-07,1.9000000000000004,0.0,0.007033587154995161,0.9547825265167125
71075,2014,9,8,7.3,-2.0,0.0,2014-09-08,Perisher AWS,2014-09-08,2.65,0.0,0.02533270322687173,0.7310585786300049
71075,2014,9,9,7.4,3.4,0.0,2014-09-09,Perisher AWS,2014-09-09,5.4,0.0,0.024127021417669196,0.1544652650835347
71075,2014,9,10,4.1,1.9,48.8,2014-09-10,Perisher AWS,2014-09-10,3.0,0.0,0.11405238127979088,0.27888482197713693
71075,2014,9,11,3.3,0.9,0.0,2014-09-11,Perisher AWS,2014-09-11,2.1,0.0,0.16110894957658525,0.389360766050778
71075,2014,9,12,7.5,-2.6,0.2,2014-09-12,Perisher AWS,2014-09-12,2.45,0.0,0.022977369910025615,0.7858349830425586
71075,2014,9,13,10.0,-4.5,0.0,2014-09-13,Perisher AWS,2014-09-13,2.75,0.0,0.0066928509242848554,0.9046505351008906
71075,2014,9,14,8.6,-1.6,0.0,2014-09-14,Perisher AWS,2014-09-14,3.5,0.0,0.013386917827664779,0.6899744811276125
71075,2014,9,15,7.5,-2.8,0.0,2014-09-15,Perisher AWS,2014-09-15,2.35,0.0,0.022977369910025615,0.8021838885585817
71075,2014,9,16,7.2,1.9,2.2,2014-09-16,Perisher AWS,2014-09-16,4.55,0.0,0.026596993576865856,0.27888482197713693
71075,2014,9,17,1.1,-0.8,11.0,2014-09-17,Perisher AWS,2014-09-17,0.15000000000000002,5.5,0.36586440898919936,0.598687660112452
71075,2014,9,18,2.6,-3.8,6.0,2014-09-18,Perisher AWS,2014-09-18,-0.5999999999999999,6.0,0.2141650169574414,0.8698915256370021
71075,2014,9,19,5.9,-5.1,0.0,2014-09-19,Perisher AWS,2014-09-19,0.40000000000000036,0.0,0.04973651155855672,0.9275735146384823
71075,2014,9,20,9.3,-2.1,0.0,2014-09-20,Perisher AWS,2014-09-20,3.6000000000000005,0.0,0.009471043581946108,0.740774899182154
71075,2014,9,21,8.8,-2.8,0.0,2014-09-21,Perisher AWS,2014-09-21,3.0000000000000004,0.0,0.012128434984274237,0.8021838885585817
71075,2014,9,22,11.6,-3.6,0.0,2014-09-22,Perisher AWS,2014-09-22,4.0,0.0,0.003018416324708424,0.8581489350995123
71075,2014,9,23,14.6,-0.7,0.0,2014-09-23,Perisher AWS,2014-09-23,6.95,0.0,0.0006750827306328381,0.5866175789173301
71075,2014,9,24,9.4,1.8,0.0,2014-09-24,Perisher AWS,2014-09-24,5.6000000000000005,0.0,0.009013298652847822,0.289050497374996
71075,2014,9,25,6.1,2.2,39.4,2014-09-25,Perisher AWS,2014-09-25,4.15,0.0,0.045217473483287494,0.24973989440488234
71075,2014,9,26,8.7,0.2,6.2,2014-09-26,Perisher AWS,2014-09-26,4.449999999999999,0.0,0.012742349464111609,0.47502081252106
71075,2014,9,27,8.9,-3.4,0.0,2014-09-27,Perisher AWS,2014-09-27,2.75,0.0,0.011543752483922289,0.8455347349164652
71075,2014,9,28,10.8,1.9,0.0,2014-09-28,Perisher AWS,2014-09-28,6.3500000000000005,0.0,0.004496273160941178,0.27888482197713693
71075,2014,9,29,12.2,6.3,0.0,2014-09-29,Perisher AWS,2014-09-29,9.25,0.0,0.0022378485212763335,0.041091278200465015
71075,2014,9,30,9.9,4.3,0.0,2014-09-30,Perisher AWS,2014-09-30,7.1,0.0,0.007033587154995161,0.10433122311900131
71075,2014,10,1,9.7,-3.9,3.4,2014-10-01,Perisher AWS,2014-10-01,2.8999999999999995,0.0,0.007767570078015005,0.8754466418125836
71075,2014,10,2,11.8,-1.4,0.0,2014-10-02,Perisher AWS,2014-10-02,5.2,0.0,0.002731960763011059,0.6681877721681662
71075,2014,10,3,14.0,-2.7,0.0,2014-10-03,Perisher AWS,2014-10-03,5.65,0.0,0.0009110511944006454,0.7941296281990528
71075,2014,10,4,13.9,-0.3,0.0,2014-10-04,Perisher AWS,2014-10-04,6.8,0.0,0.0009577170524602394,0.5374298453437496
71075,2014,10,5,14.9,6.6,0.0,2014-10-05,Perisher AWS,2014-10-05,10.75,0.0,0.0005811037343016315,0.03557118927263618
71075,2014,10,6,17.9,8.4,0.0,2014-10-06,Perisher AWS,2014-10-06,13.149999999999999,0.0,0.00012972033049847497,0.014774031693273055
71075,2014,10,7,6.8,2.8,58.8,2014-10-07,Perisher AWS,2014-10-07,4.8,0.0,0.032295464698450516,0.19781611144141825
71075,2014,10,8,8.7,-2.5,0.0,2014-10-08,Perisher AWS,2014-10-08,3.0999999999999996,0.0,0.012742349464111609,0.7772998611746911
71075,2014,10,9,11.3,-3.5,0.0,2014-10-09,Perisher AWS,2014-10-09,3.9000000000000004,0.0,0.003505187220066338,0.8519528019683106
71075,2014,10,10,13.1,2.5,0.0,2014-10-10,Perisher AWS,2014-10-10,7.8,0.0,0.0014280732884225744,0.22270013882530884
71075,2014,10,11,15.4,0.8,0.0,2014-10-11,Perisher AWS,2014-10-11,8.1,0.0,0.000452622223240535,0.401312339887548
71075,2014,10,12,17.2,4.9,0.0,2014-10-12,Perisher AWS,2014-10-12,11.05,0.0,0.000184071904963424,0.07943854918397836
71075,2014,10,13,9.2,7.8,17.2,2014-10-13,Perisher AWS,2014-10-13,8.5,0.0,0.009951801866904324,0.01984030573407751
71075,2014,10,14,-0.1,-1.1,54.8,2014-10-14,Perisher AWS,2014-10-14,-0.6000000000000001,54.8,0.5124973964842103,0.6341355910108007
71075,2014,10,15,4.8,-3.3,13.2,2014-10-15,Perisher AWS,2014-10-15,0.75,6.6,0.08317269649392238,0.8388910504234147
71075,2014,10,16,7.3,-1.1,0.2,2014-10-16,Perisher AWS,2014-10-16,3.0999999999999996,0.0,0.02533270322687173,0.6341355910108007
71075,2014,10,17,8.1,-3.6,4.8,2014-10-17,Perisher AWS,2014-10-17,2.25,0.0,0.017124033315727736,0.8581489350995123
71075,2014,10,18,14.4,-2.1,0.0,2014-10-18,Perisher AWS,2014-10-18,6.15,0.0,0.000746028833836697,0.740774899182154
71075,2014,10,19,17.5,2.8,0.0,2014-10-19,Perisher AWS,2014-10-19,10.15,0.0,0.00015843621910252592,0.19781611144141825
71075,2014,10,20,14.2,1.8,0.0,2014-10-20,Perisher AWS,2014-10-20,8.0,0.0,0.0008244246863982953,0.289050497374996
71075,2014,10,21,16.8,-0.6,0.0,2014-10-21,Perisher AWS,2014-10-21,8.1,0.0,0.0002248167702332953,0.574442516811659
71075,2014,10,22,17.6,1.3,0.0,2014-10-22,Perisher AWS,2014-10-22,9.450000000000001,0.0,0.0001507103580597574,0.34298953732650117
71075,2014,10,23,21.2,6.0,0.0,2014-10-23,Perisher AWS,2014-10-23,13.6,0.0,2.4915388939429926e-05,0.04742587317756678
71075,2014,10,24,18.6,7.6,0.0,2014-10-24,Perisher AWS,2014-10-24,13.100000000000001,0.0,9.141587385216144e-05,0.021881270936130476
71075,2014,10,25,20.4,6.0,0.0,2014-10-25,Perisher AWS,2014-10-25,13.2,0.0,3.716893710288947e-05,0.04742587317756678
71075,2014,10,26,18.7,9.1,0.0,2014-10-26,Perisher AWS,2014-10-26,13.899999999999999,0.0,8.695785676794554e-05,0.010456706231918071
71075,2014,10,27,12.8,6.3,0.4,2014-10-27,Perisher AWS,2014-10-27,9.55,0.0,0.0016588010801744215,0.041091278200465015
71075,2014,10,28,10.2,0.6,10.8,2014-10-28,Perisher AWS,2014-10-28,5.3999999999999995,0.0,0.0060598014915841155,0.425557483188341
71075,2014,10,29,14.2,2.6,0.0,2014-10-29,Perisher AWS,2014-10-29,8.4,0.0,0.0008244246863982953,0.2141650169574414
71075,2014,10,30,13.2,4.9,0.0,2014-10-30,Perisher AWS,2014-10-30,9.05,0.0,0.0013585199504289591,0.07943854918397836
71075,2014,10,31,19.2,8.1,0.0,2014-10-31,Perisher AWS,2014-10-31,13.649999999999999,0.0,6.772414961977023e-05,0.017124033315727736
71075,2014,11,1,12.2,10.6,0.0,2014-11-01,Perisher AWS,2014-11-01,11.399999999999999,0.0,0.0022378485212763335,0.004966801650056961
71075,2014,11,2,7.3,-4.2,25.6,2014-11-02,Perisher AWS,2014-11-02,1.5499999999999998,12.8,0.02533270322687173,0.8909031788043871
71075,2014,11,3,13.9,-4.3,0.0,2014-11-03,Perisher AWS,2014-11-03,4.800000000000001,0.0,0.0009577170524602394,0.8956687768809987
71075,2014,11,4,13.6,-0.7,0.0,2014-11-04,Perisher AWS,2014-11-04,6.45,0.0,0.0011125360328603216,0.5866175789173301
71075,2014,11,5,15.4,3.4,0.0,2014-11-05,Perisher AWS,2014-11-05,9.4,0.0,0.000452622223240535,0.1544652650835347
71075,2014,11,6,14.4,-0.1,0.0,2014-11-06,Perisher AWS,2014-11-06,7.15,0.0,0.000746028833836697,0.5124973964842103
71075,2014,11,7,17.7,-0.4,0.0,2014-11-07,Perisher AWS,2014-11-07,8.65,0.0,0.00014336118090126093,0.549833997312478
71075,2014,11,8,19.1,2.9,0.0,2014-11-08,Perisher AWS,2014-11-08,11.0,0.0,7.119619380797805e-05,0.19000156601531298
71075,2014,11,9,20.6,3.8,0.0,2014-11-09,Perisher AWS,2014-11-09,12.200000000000001,0.0,3.3631964038671175e-05,0.13010847436299786
71075,2014,11,10,18.7,0.2,0.0,2014-11-10,Perisher AWS,2014-11-10,9.45,0.0,8.695785676794554e-05,0.47502081252106
71075,2014,11,11,17.3,0.3,0.0,2014-11-11,Perisher AWS,2014-11-11,8.8,0.0,0.00017509618411480998,0.46257015465625045
71075,2014,11,12,20.7,-0.3,0.0,2014-11-12,Perisher AWS,2014-11-12,10.2,0.0,3.199176627183627e-05,0.5374298453437496
71075,2014,11,13,14.33302752293578,2.6,0.2,2014-11-13,Perisher AWS,2014-11-13,8.46651376146789,0.0,0.0007714139154980032,0.2141650169574414
71075,2014,11,14,14.33302752293578,3.351063829787234,0.0,2014-11-14,Perisher AWS,2014-11-14,8.842045676361506,0.0,0.0007714139154980032,0.1576880238824209
71075,2014,11,15,16.4,12.6,0.0,2014-11-15,Perisher AWS,2014-11-15,14.5,0.0,0.0002745781561013329,0.0018329389424928053
71075,2014,11,16,8.2,5.5,36.4,2014-11-16,Perisher AWS,2014-11-16,6.85,0.0,0.016302499371440946,0.060086650174007626
71075,2014,11,17,9.6,2.2,10.0,2014-11-17,Perisher AWS,2014-11-17,5.9,0.0,0.008162571153159897,0.24973989440488234
71075,2014,11,18,15.0,2.0,0.0,2014-11-18,Perisher AWS,2014-11-18,8.5,0.0,0.0005527786369235996,0.2689414213699951
71075,2014,11,19,15.2,0.4,0.0,2014-11-19,Perisher AWS,2014-11-19,7.8,0.0,0.0005002011070795643,0.45016600268752216
71075,2014,11,20,17.9,8.3,0.0,2014-11-20,Perisher AWS,2014-11-20,13.1,0.0,0.00012972033049847497,0.015519756578408886
71075,2014,11,21,16.2,9.4,0.4,2014-11-21,Perisher AWS,2014-11-21,12.8,0.0,0.00030344703002891917,0.009013298652847822
71075,2014,11,22,19.6,3.0,0.0,2014-11-22,Perisher AWS,2014-11-22,11.3,0.0,5.5448524722794907e-05,0.18242552380635635
71075,2014,11,23,23.0,10.2,0.6,2014-11-23,Perisher AWS,2014-11-23,16.6,0.0,1.0129990980873921e-05,0.0060598014915841155
71075,2014,11,24,14.9,11.4,0.0,2014-11-24,Perisher AWS,2014-11-24,13.15,0.0,0.0005811037343016315,0.0033348073074133443
71075,2014,11,25,11.3,2.9,42.4,2014-11-25,Perisher AWS,2014-11-25,7.1000000000000005,0.0,0.003505187220066338,0.19000156601531298
71075,2014,11,26,14.6,-2.8,0.0,2014-11-26,Perisher AWS,2014-11-26,5.9,0.0,0.0006750827306328381,0.8021838885585817
71075,2014,11,27,15.7,4.5,0.0,2014-11-27,Perisher AWS,2014-11-27,10.1,0.0,0.00038960012083882634,0.09534946489910949
71075,2014,11,28,17.4,1.1,0.0,2014-11-28,Perisher AWS,2014-11-28,9.25,0.0,0.00016655806477733606,0.36586440898919936
71075,2014,11,29,18.2,2.1,0.0,2014-11-29,Perisher AWS,2014-11-29,10.15,0.0,0.00011165334062956276,0.259225100817846
71075,2014,11,30,18.6,6.0,15.2,2014-11-30,Perisher AWS,2014-11-30,12.3,0.0,9.141587385216144e-05,0.04742587317756678
71075,2014,12,1,20.3,7.0,7.6,2014-12-01,Perisher AWS,2014-12-01,13.65,0.0,3.907455479521346e-05,0.02931223075135632
71075,2014,12,2,18.4,7.0,7.2,2014-12-02,Perisher AWS,2014-12-02,12.7,0.0,0.00010102919390777289,0.02931223075135632
71075,2014,12,3,17.1,5.8,0.0,2014-12-03,Perisher AWS,2014-12-03,11.450000000000001,0.0,0.00019350764710127034,0.05215356307841774
71075,2014,12,4,16.9,10.4,27.6,2014-12-04,Perisher AWS,2014-12-04,13.649999999999999,0.0,0.00021385467176454273,0.005486298899450404
71075,2014,12,5,18.0,7.0,0.0,2014-12-05,Perisher AWS,2014-12-05,12.5,0.0,0.00012339457598623172,0.02931223075135632
71075,2014,12,6,16.9,8.7,18.4,2014-12-06,Perisher AWS,2014-12-06,12.799999999999999,0.0,0.00021385467176454273,0.012742349464111609
71075,2014,12,7,12.9,6.2,128.0,2014-12-07,Perisher AWS,2014-12-07,9.55,0.0,0.001578028060403861,0.043107254941086116
71075,2014,12,8,14.4,8.3,0.2,2014-12-08,Perisher AWS,2014-12-08,11.350000000000001,0.0,0.000746028833836697,0.015519756578408886
71075,2014,12,9,19.3,7.0,1.6,2014-12-09,Perisher AWS,2014-12-09,13.15,0.0,6.44214166480587e-05,0.02931223075135632
71075,2014,12,10,19.4,6.9,0.0,2014-12-10,Perisher AWS,2014-12-10,13.149999999999999,0.0,6.127973961660248e-05,0.030768859357148008
71075,2014,12,11,9.6,5.6,42.0,2014-12-11,Perisher AWS,2014-12-11,7.6,0.0,0.008162571153159897,0.057324175898868755
71075,2014,12,12,11.9,3.9,17.6,2014-12-12,Perisher AWS,2014-12-12,7.9,0.0,0.002599067762323347,0.12455335818741645
71075,2014,12,13,17.2,-1.6,0.0,2014-12-13,Perisher AWS,2014-12-13,7.8,0.0,0.000184071904963424,0.6899744811276125
71075,2014,12,14,17.6,7.4,0.0,2014-12-14,Perisher AWS,2014-12-14,12.5,0.0,0.0001507103580597574,0.024127021417669196
71075,2014,12,15,20.4,3.4,0.0,2014-12-15,Perisher AWS,2014-12-15,11.899999999999999,0.0,3.716893710288947e-05,0.1544652650835347
71075,2014,12,16,19.4,8.9,10.0,2014-12-16,Perisher AWS,2014-12-16,14.149999999999999,0.0,6.127973961660248e-05,0.011543752483922289
71075,2014,12,17,17.5,3.0,0.0,2014-12-17,Perisher AWS,2014-12-17,10.25,0.0,0.00015843621910252592,0.18242552380635635
71075,2014,12,18,13.8,0.9,0.0,2014-12-18,Perisher AWS,2014-12-18,7.3500000000000005,0.0,0.001006770820085637,0.389360766050778
71075,2014,12,19,13.4,-1.7,0.0,2014-12-19,Perisher AWS,2014-12-19,5.8500000000000005,0.0,0.0012293986212774202,0.7005671424739729
71075,2014,12,20,18.2,1.1,0.0,2014-12-20,Perisher AWS,2014-12-20,9.65,0.0,0.00011165334062956276,0.36586440898919936
71075,2014,12,21,18.9,4.5,0.0,2014-12-21,Perisher AWS,2014-12-21,11.7,0.0,7.868337371132325e-05,0.09534946489910949
71075,2014,12,22,22.3,6.3,0.0,2014-12-22,Perisher AWS,2014-12-22,14.3,0.0,1.4375080444120798e-05,0.041091278200465015
71075,2014,12,23,16.5,10.2,18.0,2014-12-23,Perisher AWS,2014-12-23,13.35,0.0,0.0002611903190957194,0.0060598014915841155
71075,2014,12,24,20.0,9.0,2.4,2014-12-24,Perisher AWS,2014-12-24,14.5,0.0,4.5397868702434395e-05,0.01098694263059318
71075,2014,12,25,15.9,11.7,2.4,2014-12-25,Perisher AWS,2014-12-25,13.8,0.0,0.00035253783787123874,0.0028716291557003997
71075,2014,12,26,13.6,6.0,1.0,2014-12-26,Perisher AWS,2014-12-26,9.8,0.0,0.0011125360328603216,0.04742587317756678
71075,2014,12,27,16.1,-0.9,0.0,2014-12-27,Perisher AWS,2014-12-27,7.6000000000000005,0.0,0.000319000128926791,0.610639233949222
71075,2014,12,28,17.7,2.0,0.0,2014-12-28,Perisher AWS,2014-12-28,9.85,0.0,0.00014336118090126093,0.2689414213699951
71075,2014,12,29,17.3,7.5,0.0,2014-12-29,Perisher AWS,2014-12-29,12.4,0.0,0.00017509618411480998,0.022977369910025615
71075,2014,12,30,12.0,3.4,0.2,2014-12-30,Perisher AWS,2014-12-30,7.7,0.0,0.0024726231566347743,0.1544652650835347
71075,2014,12,31,17.4,5.6,0.0,2014-12-31,Perisher AWS,2014-12-31,11.5,0.0,0.00016655806477733606,0.057324175898868755
71075,2015,1,1,20.4,4.1,0.0,2015-01-01,Perisher AWS,2015-01-01,12.25,0.0,3.716893710288947e-05,0.11405238127979088
71075,2015,1,2,24.2,5.5,0.0,2015-01-02,Perisher AWS,2015-01-02,14.85,0.0,5.559482333634496e-06,0.060086650174007626
71075,2015,1,3,23.3,7.9,0.0,2015-01-03,Perisher AWS,2015-01-03,15.600000000000001,0.0,8.718976341062604e-06,0.01889096193703905
71075,2015,1,4,18.9,13.9,0.8,2015-01-04,Perisher AWS,2015-01-04,16.4,0.0,7.868337371132325e-05,0.0009577170524602394
71075,2015,1,5,21.6,10.8,0.2,2015-01-05,Perisher AWS,2015-01-05,16.200000000000003,0.0,2.039908727992137e-05,0.004496273160941178
71075,2015,1,6,20.7,7.8,3.2,2015-01-06,Perisher AWS,2015-01-06,14.25,0.0,3.199176627183627e-05,0.01984030573407751
71075,2015,1,7,22.6,6.1,11.8,2015-01-07,Perisher AWS,2015-01-07,14.350000000000001,0.0,1.2372771174427572e-05,0.045217473483287494
71075,2015,1,8,22.4,9.3,0.2,2015-01-08,Perisher AWS,2015-01-08,15.85,0.0,1.3674009084599736e-05,0.009471043581946108
71075,2015,1,9,19.1,11.9,4.2,2015-01-09,Perisher AWS,2015-01-09,15.5,0.0,7.119619380797805e-05,0.002599067762323347
71075,2015,1,10,15.7,11.4,14.8,2015-01-10,Perisher AWS,2015-01-10,13.55,0.0,0.00038960012083882634,0.0033348073074133443
